id,category,text_,subjective_claim_count,objective_claim_count,experiential_detail_claim_count,positive_affect_claim_count,negative_affect_claim_count,uncertain_claim_count,category_specific_claim_count,text_sentiment
224.0,Electronics_5,"My dad received this as a gift. He loves photography and this made him think he was getting a new lens. Excellent work maKing a replica! Good deal, good seal, nice cosmetics and texture.",2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
225.0,Electronics_5,I purchase this sleeve when I purchased my Acer 15 inch Chromebook and it does fit the laptop just fine but because of the large size it should have handles as it is too large and too heavy to one hand it like you would a tablet in a sleeve.,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0
226.0,Electronics_5,"this is a good buy for anyone who is looking for a replacement mic. mine broke on my laptop and this was the best product for what I paid for it. was kind of skeptical at first the price was too low, but decided to buy it anyway since amazon has never let me down. I'm very happy with my mic, Thanks seller.",2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
227.0,Electronics_5,"I've been running a pair of these Energy Takes as my rear surrounds for just over two years now, and they're holding up like champs. Mounted them on adjustable wall brackets in a living room that gets a lot of afternoon sun and occasional humidity, and the finish hasn't faded or peeled at all. Sound-wise, they still deliver that crisp, room-filling clarity I noticed on day one, no distortion, even during intense movie marathons where my receiver's been cranked for hours. I was a little worried the small cabinets might loosen up over time, but everything's still tight and rattle-free. Honestly, they've outlasted a couple of other components in my setup. Solid little workhorses.",2.0,5.0,3.0,2.0,0.0,1.0,4.0,2.0
228.0,Electronics_5,Not comfy at all (on my head at least). Was waaay to tight so I would not recommend these headphones to anyone ever.,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0
229.0,Electronics_5,"I expected good single-core speed, but the multitasking smoothness blew me away. Handles my workloads easily, runs cool with a decent cooler, and overclocking was painless. Perfect upgrade.",1.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0
230.0,Electronics_5,Instruction suck. But I went online and afyer figuring it out I love it. The only bad part is you have to change setting in the camera (Canon) and if your target moves and you just want to use your shutter you have to change it back in menu or tou're in timer modr,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
231.0,Electronics_5,"I've had the G3 for about eight months now, mostly hiking and a couple trips to the coast with sand and salt spray. The build has held up better than I expected, no creaks, dials still turn with decent resistance, and the flip-out screen hasn't gone floppy. I did drop it once onto packed dirt from waist height; the body got a small scuff but everything works fine, lens mount stayed tight. The rubber grip is starting to show a little shine from use, but it's not peeling. Sensor stayed dust-free despite frequent lens changes outdoors. Only reason I'm not giving five stars is the rear dial feels a bit mushy compared to day one, but functionally it's still solid. For a lightweight travel setup, the durability is genuinely reassuring.",2.0,10.0,6.0,2.0,1.0,0.0,7.0,1.0
232.0,Electronics_5,It was everything I expected it to be. Really happy with this purchase. It was clear and has focus.,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
233.0,Electronics_5,"Fits perfect. No issues, no complaints. Good quality. Doesn't dissapoint.",2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
234.0,Electronics_5,I've used this camera ever since attending a One Direction concert. It made the concert so memorable because of the hi def recording feature. The pictures all turned out wonderful. It's an easy camera to use and I'm very happy with my purchase,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0
235.0,Electronics_5,"I grabbed this for my covered patio, and it's been perfect for casual hangs. Sound is clear and gets louder than expected without distorting. The auto-off when Bluetooth drops is a lifesaver since I constantly wander away mid-project. Battery lasts me several weekends easily. I'd recommend it to anyone wanting affordable, worry-free background music in a workshop or outdoor nook.",2.0,3.0,2.0,2.0,0.0,0.0,3.0,1.0
236.0,Electronics_5,Arrived two days early in a sturdy box with zero damage. Took it out and the build quality instantly impressed me. Feels premium right out of the gate. Super happy with this purchase so far.,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0
237.0,Electronics_5,"This is one of the best Mac laptops on the market, period. (The best PC laptop on the market, in my opinion is the Sony VAIO Z series with the high res screen option). I recently traded the 15"" for this 13"" and although I greatly miss the 15"" screen and the wonderful speakers on the 15"" (the 13"" speakers are good but not as rich and bassy as the 15"") but overall I love this smaller machine. Let me get what I don't like out of the way: --wish the screen resolution were much higher (compare to the Sony VAIO Z series which has such outrageous screen resolution) --wish it were a bit lighter that 4.5 lbs (although this machine is exceptionally sturdy, so willing to deal with a little bit heavier than similar size machines) And that's it for the wish list. Now what I absolutely love: --the ergonomics -- way better than anything else out there, PC or Mac. --backlit keyboard, comfortable typing area (feels luxurious to rest your hands on the surface of the textured aluminum area) --fast OS (Snow Leopard), fast machine, great power management --first machine i've owned that doesn't get overly hot, in fact even barely warm What I do highly recommend though is to get -- if you can afford it -- is a 256Gb SSD (Corsair). This gives the machine extra speed, better battery power, and true longevity. No need to worry about damaging the disk while traveling, defragmenting (oh, so glad that era is over). This is an expensive option ($650 or so) but really well worth it by a long shot. The SSD equipped machine will last you a long time.",10.0,5.0,6.0,6.0,2.0,0.0,7.0,2.0
238.0,Electronics_5,This clamp works great until you strap on a bigger flash. It struggles a bit with the 580ex II but works great with the 430ex series.,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0
239.0,Electronics_5,"Battery life on this unit is solid, I get nearly a full workday out of a charge. The clip feels a bit flimsy though, and I'm worried it might snap if I'm not careful. Still, it gets the job done well enough.",2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0
240.0,Electronics_5,"Arrived fast in a slim, well-padded box. Feels sturdy and lightweight right out of the package. Haven't tested the radio outdoors yet, but the CD playback is smooth and clear. Perfect little nightstand companion so far.",2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0
241.0,Electronics_5,"Works perfectly. My only qualm is that it has more ports than I need, but it was the best value of the options I reviewed so the extra ports don't bother me. Who knows, maybe I'll need them in the future - and not I have them just in case.",2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
242.0,Electronics_5,"Well, I've had this tripod for 4 months now. I hoped (like many others) that it was a solid aluminum beast, but the truth is, it isn't. It's mostly hard black plastic. The plastic is OK, but it broke on me on the plastic where the legs connect to the central member. I purchased a Dolica Proline at the same time as this one. So far it has been a better, more durable tripod (overall). This one out-performs the Dolica if it's being used for shooting videos though. The Sony name is good, but this product is relatively brittle. I would recommend it only for someone who will use it for light-duty purposes. I give it 3.25 stars (despite the fact that it broke on me.",4.0,3.0,2.0,1.0,3.0,0.0,4.0,0.0
243.0,Electronics_5,"Came super fast in sturdy packaging, looked even sleeker in person, and fired right up, couldn't be happier with this thing.",1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0
244.0,Electronics_5,I use this keyboard to manage servers for the company I work for. Its very compact and the capability to get both mouse and keyboard over a single USB is amazing! 5 stars to the seller and manufacturer for this great protective case.,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0
245.0,Electronics_5,"Great Product. Works well with little fuss and is cheap enough to buy several for your home. Reliable, quiet, and compact. Please note this is not a battery backup UPS but simply a line conditioner. It provides the same protection as a UPS just does not provide battery power in the event of a total loss of power.",1.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0
246.0,Electronics_5,I'll purchase again given the good deal and all the positive reviews but I had these for 2 weeks. The white ones mesh cap developed a hole in it and I just tried the pen side on the black one and as soon as I pulled the cap the threads holding the pen in stripped and the whole thing fell apart. Cheap price cheap product. It looks like for the most part their made well but quality is hit or miss,3.0,2.0,2.0,1.0,2.0,0.0,3.0,0.0
247.0,Electronics_5,"The box arrived looking like it had been drop-kicked across the warehouse, one corner completely crushed. Opened it up and the unit itself had a faint scuff already, like maybe a return got resold as new. No padding inside besides a flimsy piece of cardboard, so everything rattled around during shipping. Plugged it in and it just feels cheap, lightweight plastic that creaks when you handle it. First power-on gave me a blinking error light before it finally recognized the drive. Not a great start honestly.",3.0,5.0,5.0,0.0,1.0,1.0,5.0,-1.0
248.0,Electronics_5,I may buy some more for replacements when the ear pieces wear out from normal use. Our kids are pretty tough on these.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
249.0,Electronics_5,"The first delivery arrived with spider web cracks running through it. The screen protector is glass, and while it is adequately packaged for normal shipping, I suspect that the corner of a box on the delivery truck caught it. The return process was very quick and easy. Once I received the replacement, installation was simpler than many plastic protectors I've worked with on other devices. I like the feel of the glass versus the usual plastic protectors. This is the third MoKo product that I've purchased; all three products appear to be of high quality materials and design.",3.0,3.0,2.0,2.0,1.0,1.0,3.0,0.0
250.0,Electronics_5,"I would rate this a 5 star tower if it hadn't arrived with a front grill with a rusted section. It's right in the bottom right-hand corner so I'm sure when the fan lights up it will be painfully obvious. It's only on the ""grill"" part so if the vendor could replace this piece for me I would gladly revisit my rating. Photo attached. It's worse in person because the flash from the camera washes it out a bit. Update: Vendor replaced front panel at no cost to me and without hesitation. Amending review to 5 stars. I've had the product for over 1 year and it's great. I even bought a second one but with the USB 3.0 front input. Both are fantastic. I highly recommend and will buy more myself.",5.0,3.0,3.0,3.0,1.0,0.0,3.0,2.0
251.0,Electronics_5,"My artist daughter ALWAYS uses this glove when she works on her Wacom Cintiq tablet. She says it makes working with the pen so much better, and she will not go back to drawing without it. She has two of these gloves, just in case she misplaces one of them. Highly recommended product by my daughter.",2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
252.0,Electronics_5,"I bought this for my 6-year-old after she kept waking me up at random hours, and honestly it's been a game changer. The pink silicone exterior is much softer and sturdier than I expected, she's dropped it twice already and there isn't a scratch. Setup took maybe three minutes; the top buttons feel intuitive even for small hands. The glowing pink display is bright enough to see at night but not so intense it keeps her awake. She actually looks forward to setting her own alarm now, which I didn't think would happen this fast. For the price, I figured it would feel cheap, but it's surprisingly well-made. Very happy with this little clock.",5.0,4.0,5.0,3.0,0.0,0.0,4.0,2.0
253.0,Electronics_5,"On a multiple item order, item was received a week prior than all other items order shipped under the same property. It is little oversensitive on the mouse movement. I'm sure there is a sensitivity adjustment but haven't spent the time to look for it yet.",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
254.0,Electronics_5,"The grip felt nice, but the cutouts didn't line up with my buttons.",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
255.0,Electronics_5,"Perfect for photographers on the go, this reader pulls footage from my trail cam to my tablet instantly. Highly recommend it to any outdoor enthusiast.",1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0
256.0,Electronics_5,"I'm not sure where the review went that I already left for this product a few days ago. He's a brief re-post. Nice mount, easy install. Needs adjustment for tightening part that mounts directly to monitor.",1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
257.0,Electronics_5,it works on my asus computer. my laptop only have one HDMI output and this works totally fine as a USB monitor device,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
258.0,Electronics_5,"Have been using this mouse for around 4 years now. Has served me wonderfully through thousands of games of League and countless hours on minecraft. This mouse senses any damn surface you put it on; carpet, pant leg, bare desk, whatever. It even worked semi decently on a glass top table. Still works great. Gets a 5-star because it fits a $10 pricetag WONDERFULLY.",2.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0
259.0,Electronics_5,Fits our tiny RV kitchen like a glove and the digital display is so easy to read even in low light. Way brighter than the original microwave it replaced.,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0
260.0,Electronics_5,"The cap snaps on securely and stays put in my bag. No more worrying about dust or losing it on a shoot. Simple, solid design.",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
261.0,Electronics_5,"I've been using this little transmitter for a few months now, mostly for road trips and my daily commute. For the price, I honestly wasn't expecting much, but the sound comes through surprisingly clear with barely any hiss or crackle, way better than the cheap knockoff I had before. Setup takes like two seconds, and it pairs instantly every time. My only real gripe is the power cable. It's kind of flimsy where it plugs in, and if your car's outlet is tucked into a tight spot, you have to be gentle or it'll lose connection. Not a dealbreaker, just something to watch. Solid value overall.",3.0,4.0,3.0,2.0,1.0,0.0,4.0,1.0
262.0,Electronics_5,"Fits my camera like a glove, flash and all. Solid build and it just feels great in hand every time.",2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0
263.0,Electronics_5,"Arrived fast and well-packed. First use, and it spread smooth, temps dropped instantly. Super impressed.",1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0
264.0,Electronics_5,"For the price, this cable is a steal. It charges my headphones quickly and the braided design feels way more durable than the stock cord.",1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0
265.0,Electronics_5,"For the price, I wasn't expecting much, but this little drive is a steal. It feels solid and clicks right into my laptop without any fuss, instantly recognized on Windows 11. Transfer speeds are snappy enough for my daily backups and file shuffling. It's so compact I just leave it plugged in permanently; you barely notice it's there. Honestly, I've paid way more for flimsier storage. This thing delivers real bang for your buck.",4.0,3.0,2.0,3.0,0.0,0.0,3.0,2.0
266.0,Electronics_5,"Like others have said, the buttons and volume control are not easy to use, it does take a little work. Overall though I think this is a really good product. The player fits securely, and while running I've never had a problem with it sliding down my arm. I don't ever really look at the screen while I'm running, and I can't imagine why anybody would want to. I did however make sure I had a screen cover on my player to keep the plastic one on the armband from scratching. Another really nice thing about this is that it is washable, several of these that we looked weren't.",3.0,3.0,2.0,1.0,1.0,0.0,3.0,1.0
267.0,Electronics_5,"I've owned quite a few similar sets in black, and it never occurred to me that there could be good versions and bad versions of this sort of simple product. Well, I was wrong. There is at least one bad version and it's this one. Cons: - Will not straighten out, not at all, it strongly insists on remaining curly, which makes it far less inconspicuous as it refuses to lie and kinks up - Pinches your fingers badly, really, really badly. Seems impossible, I know, but seriously, it hurts. The plastic they used is just wrong for this application, it's so stiff it I'm typing this on fingers that are raw from having to spread it open to put the cables inside. - It is NOT white, it's an off white, so it doesn't blend in as well with real white as it should. Pros: - Umm, there seem very few alternative products... so I guess mere existence is a pro.",3.0,3.0,3.0,1.0,4.0,0.0,5.0,-2.0
268.0,Electronics_5,The cable is nicely built with good connectors. It is flexible and can fit in tight places. The connectors have retaining clips so the cable will not pop off.,1.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0
269.0,Electronics_5,I like having black and white as well as different sizes to choice from.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
270.0,Electronics_5,Nice reasonablely priced set of speakers. Easy to hook up and do not take a lot of room.,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0
271.0,Electronics_5,I bought this to upgrade my slow running work laptop. The speed of this ssd is awesome. My laptop now runs perfectly even with only 4Gb of ram running Windows 7.,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0
272.0,Electronics_5,"Honestly didn't expect these to outperform my pricier Sony discs, but every burn completed without a single hiccup across multiple drives. Zero coasters so far.",1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0
273.0,Electronics_5,"I was really excited when the package showed up because it arrived two days earlier than expected, which was a nice surprise. But the box itself was pretty beat up and had clearly been tossed around, no extra padding inside, just the case loose in a thin mailer. Right out of the package, the plastic smelled super strong, like a chemical factory, and the edges felt rougher than I thought they'd be from the photos. The color was also a bit duller in person. I figured maybe it just needed to air out, but the first impression wasn't great. For something that's supposed to protect an expensive device, the whole unboxing experience made me question how much care went into making it. Not off to a good start.",6.0,4.0,6.0,1.0,5.0,1.0,3.0,-1.0
274.0,Electronics_5,This is my second Rockville purchase and both seem to be decent quality. However this unit seemed to be beat up slightly and came with no instructions. Possibly used. The unit is lighter than I expected but definitely added extra power! I've attempted to contact customer service several times with no success and is discouraging.,3.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0
275.0,Electronics_5,"My Walkman arrived a day earlier than expected, which was a nice start, but the packaging was pretty bare-bones, just a thin cardboard sleeve inside a larger box with almost no padding. No damage to the unit itself, but it didn't feel very secure. First impressions were decent: the build is light and the screen looks crisp enough, though the plastic back has a slightly cheap feel for the price. Setup went smoothly and the buttons are responsive. I haven't had it long enough to judge battery life or long-term reliability, but unboxing it didn't exactly scream premium. It works fine so far, just wish the presentation and overall feel matched the cost a bit more. Solid, but not special.",6.0,4.0,3.0,1.0,3.0,1.0,5.0,0.0
276.0,Electronics_5,"For the money, I expected way more. Setup felt clunky and the app kept crashing, which wasted a good chunk of my evening. I mainly bought this to simplify my living room setup, but it still can't handle my soundbar's subwoofer level adjustment, so I'm constantly reaching for that original remote anyway. The button layout looks clean, but the volume rocker is mushy and imprecise. For a device at this price point, basic functions should just work out of the box without weird workarounds. It technically controls some things, but calling it a universal solution feels generous. I'd return it if I hadn't thrown the packaging out. You're basically paying a premium for half-baked convenience.",6.0,4.0,3.0,0.0,5.0,0.0,5.0,-2.0
277.0,Electronics_5,"This is my second purchase of the Infinity Kappa 693.91 3-way, 6 x 9 co-as speakers. They are great sounding in both cars (Corvette/Van) and can handle a lot of volume. I would highly recommend them and would purchase them a 3rd time if needed.",2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0
278.0,Electronics_5,"Of all of the 128GB SSD drives available, this one has proven to last the longest in read/write testing - over 2 PETABYTES before failing. I use this on my home server (Gigabyte Z170X Gaming 7, Windows Server 2012R2, SQL Server 2012, Visual Studio 2014, etc. etc. ) Very fast loading. I have a total of 12TB of storage on the server; several of the drives are SSD and this beats them, hands down. When the Samsung SM961 m. 2 comes out, I'll move this drive to my laptop. Here's the proof on the durability and longevity: [.",1.0,5.0,1.0,1.0,0.0,0.0,3.0,1.0
279.0,Electronics_5,"Worked fine for about ten minutes, enough to trace three cables in my basement. Then the sender unit's power LED just froze solid green and nothing would revive it. Fresh batteries, reseating connectors, switching ports, zero luck. For something that costs this much, I expected more than a disposable tester. The receiver feels flimsy too, like a cheap toy. Honestly, a basic tone-and-probe kit at half the price would have been smarter money. I can't recommend this when it dies before finishing one small job. Total waste.",4.0,3.0,3.0,0.0,4.0,0.0,3.0,-2.0
280.0,Electronics_5,"I picked up this system to keep an eye on things around the house, and overall it's a mixed bag. The daytime picture is crisp enough, and I was pleasantly surprised by the night vision clarity, definitely a strong point. Setup wasn't terrible, but getting the cameras positioned just right took some trial and error. My main gripe is the app. It works fine on my home network, but stepping outside that is a different story. I've never once managed to pull up a live feed while I'm away, which kinda defeats the purpose for me. Notifications are hit or miss too. It's decent for local monitoring, but if remote access matters to you, just be aware it might not deliver. Three stars feels fair.",5.0,3.0,2.0,2.0,3.0,0.0,4.0,0.0
281.0,Electronics_5,really nice case. We purchased a chromebook for my 5 1/2 and 7 year old daughters and they love the color. It holds the tablet and cord well and even has Velcro to connect the handles. Very happy with the purchase; reasonably priced too.,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0
282.0,Electronics_5,This is so much nicer than the picture shows. It's just like one that is more expensive. I'm very pleased with this purchase.,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
283.0,Electronics_5,"This little book light is great for the price, the light is broad and spreads across both pages and the clip is secure enough not to fall off.",1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0
284.0,Electronics_5,perfect fit. replaced the front door speakers in 2003 chevy and was back in business in 10 minutes. range and volume were just as expected.,0.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0
285.0,Electronics_5,"Fits earbuds and tiny USBs fine, but anyone with travel documents should skip it.",1.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0
286.0,Electronics_5,"I've been in love with the Carl Zeiss lenses for years now, but my older Sony digital had such a slow shutter I was missing pics of my son. This camera takes really fast pictures!!! I also love the setting that allows me to force the camera to focus on a childs face before anything else in the frame. The blue color is stylish, and its small enough to fit in a front pocket. Looks great in a&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Kroo-Camera-Case-Premium-Quality-Carrying-Case-for-Sony-Cyber-shot-Bonus-Bundled-with-Universal-LCD-Screen-Protector-Kit-Cloth/dp/B000RBUDPY/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Kroo Camera Case Premium Quality Carrying Case for Sony Cyber-shot + Bonus Bundled with Universal LCD Screen Protector Kit + Cloth</a>&nbsp;in light blue.",3.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0
287.0,Electronics_5,"I have an ASUS transporter tablet and my original cord when bad. I needed a new one and I order it through Amazon. I am very pleased with the cord, and if I ever need a another one I will definitely come to Amazon.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
288.0,Electronics_5,"Picked this up to replace a dead drive in my home office rig. For the price, I wasn't expecting much, but it installed in minutes and burns discs without a hiccup. Reads everything I've thrown at it too. Solid little workhorse that gets the job done without draining my wallet. Would absolutely buy again.",2.0,3.0,1.0,2.0,0.0,0.0,3.0,2.0
289.0,Electronics_5,"Got more than I expected for the money, sharp and quick.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
290.0,Electronics_5,"The night mode on this camera is seriously impressive, captured stars I didn't even know were there.",1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0
291.0,Electronics_5,"I've now had this TV for a year. It has been nothing short of a nightmare. I have a sony ps3 and an iPhone. Streaming to it from the phone is hit or miss. My internet is well over spec for this to function but it barely ever does. Most days we decide to watch something on the TV it just doesn't want to work. The playstation is wired to it and gets unrecognized by the TV so often and decides not to work anymore. Yes my ps3 works just fine on real tvs. It's updated as much as it can be. There is just no reason to make such a dumb product as this. Why can't it just be a TV and play whatever I play on it? Sony has killed my enthusiasm for all things entertainment. When it works, the image and sound are fantastic. If you don't mind being let down 6 out of ten times you try using it, that might work for you. I'm writing this now because I thought at first it was my inexperience with this kind of product that caused issue. But the internet and streaming technology can't be blamed for the issues with sony's own gaming console. zero stars.",6.0,4.0,3.0,1.0,5.0,0.0,5.0,-2.0
292.0,Electronics_5,"I grabbed these mainly for work calls and podcast listening during my commute, and honestly for under ten bucks I'm pretty impressed. They're lightweight and sit comfortably in my ears for a couple hours without getting annoying. Sound is clear enough for voice and casual music, nothing mind-blowing but definitely not hollow or harsh like other budget pairs I've tried. The passive noise blocking is a nice surprise; it dulls the bus engine rumble enough that I don't have to crank the volume. My only small gripe is the inline control module feels a bit clunky when I'm walking, but if I clip it to my collar it stays put. For the price, these are a solid everyday beater pair.",5.0,3.0,4.0,3.0,1.0,0.0,5.0,1.0
293.0,Electronics_5,"Fits my iPod 5 perfectly without feeling bulky. The matte finish gives a nice grip. I'd suggest this to anyone who wants simple, reliable protection.",1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
294.0,Electronics_5,"Though the case is great, fairly thin, versatile, sturdy and protective. The downside, smell is overpowering, I literally had to let it air out for a day. Upon minutes of opening it I could feel the cancer forming in my body from teh horrible chemicals used to make this thing. If you have a day to let it air out it will be worth the money spent.",4.0,0.0,2.0,1.0,3.0,0.0,1.0,-2.0
295.0,Electronics_5,"For the price, this thing is a steal. Runs everything smooth, storage expansion is a breeze, and it just keeps improving. Honestly feels like a premium experience without the premium cost.",2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0
296.0,Electronics_5,"I grabbed these on a whim during a sale, and for the cash I dropped, I'm genuinely surprised. The build is solid, nothing feels flimsy, and the three tip sizes helped me get a snug fit without any pressure after a couple hours. Sound-wise, the low end thumps hard, perfect for workout playlists or EDM, but the highs can feel a bit recessed, so acoustic tracks lose some sparkle. Mids are decent, vocals come through clean enough. Battery life holds up fine for my daily commute. If you want a bass-forward daily driver that doesn't demolish your wallet, these punch well above their price point. Not flawless, but definitely a solid value.",6.0,4.0,3.0,3.0,1.0,0.0,5.0,1.0
297.0,Electronics_5,"I grabbed this for camping trips and occasional tailgates, and it gets the job done without fuss. Picture is surprisingly clear for its size, and tuning in stations is straightforward. The included battery pack is its weak spot, mine barely held a charge after a month, so I'd suggest picking up a decent set of rechargeables and the dock right away. For anyone who needs a compact screen for a cabin, RV, or power-outage backup, it's a solid little workhorse once you swap out the power source.",2.0,3.0,2.0,1.0,1.0,0.0,3.0,0.0
298.0,Electronics_5,It has been 4 months and it still works like a champ.,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
299.0,Electronics_5,"I've had this flash drive for about four months now, and it's been through some rough treatment. It's survived a couple drops onto concrete and one accidental trip through the washing machine, still works perfectly. I use it daily to shuttle large video files between workstations, often 50GB or more, and it hasn't hiccuped once. The metal casing has held up nicely too, just a few scuffs. Honestly surprised it's this tough for the price.",1.0,4.0,3.0,1.0,0.0,0.0,3.0,1.0
300.0,Electronics_5,Great product for great price. You can also use this on your Raspberry PI.,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
301.0,Electronics_5,"I grabbed this for my video editing scratch disk and the sustained write speeds never throttle, even with huge 4K files.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
302.0,Electronics_5,"I grabbed this for group backpacking trips and it's been a game changer. Pairs instantly, range is solid, and I don't have to sprint back for timer shots anymore. If you hike with buddies or shoot solo in weird spots, this little clicker saves so much hassle. Totally recommend for outdoorsy folks.",2.0,3.0,1.0,2.0,0.0,0.0,3.0,2.0
303.0,Electronics_5,"These were highly recommended and I think they sound quite good, at least for my purposes. I've used them 3 times but unfortunately, the earhooks have fallen apart every time. This is really a problem, since I got these to use while jogging. It doesn't help that the earhooks are still a bit too big for my ears. Ok, so my ears are small - but not freakishly so! So my search for suitable earbuds continues. They work for some people, but not me.",3.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0
304.0,Electronics_5,"Had this in my kid's PC for a few months now and it's still rock solid, no hiccups at all.",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
305.0,Electronics_5,"This has been very useful to me. I tossed out my netgear wireless router, and replaced it with a raspberry pi. This unit lets me have a single plug for the raspberry pi, since it can power it, and other peripherals such as a wireless access point.",1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0
306.0,Electronics_5,"Had this laptop for about eight months now and it's held up great. No sluggishness, no keyboard issues, and the hinge still feels solid. Perfect for daily classwork and streaming.",1.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0
307.0,Electronics_5,Charger works well. The headset drops right on or sits on top if the case is closed nd charges reliably. I liked that I could just throw the case (with headset inside it) and off I go. Unfortuntely very unhappy with the headset but loved the case.,3.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0
308.0,Electronics_5,Just got this. It is not universal for ski poles. It does not fit on the slim carbon composite ski poles. They don't tell you that. It also broke.,0.0,3.0,0.0,0.0,0.0,0.0,3.0,-2.0
309.0,Electronics_5,"These are probably the best bluetooth headphones around. Light, attractive, work extremely well, easy to pair......what more can I say...I love these. Bought a second pair.",2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0
310.0,Electronics_5,"The connector on the enclosure seems like it won't last very long and isn't very secure. It would work well enough if I'm using it at a desk where I'm not moving around much, but I doubt it would work well using my laptop at an airport.",1.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0
311.0,Electronics_5,"These cameras are convincing enough that my neighbor asked if I needed to call the cops. Installation was simple and they look great under the eaves. Unfortunately, after about a month one stopped blinking entirely and another only works when it feels like it. For the price I expected a bit more reliability, but they do deter solicitors.",2.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0
312.0,Electronics_5,"I'd tell any first-time builder to grab this case, tons of room, solid airflow, and the finish looks sharp for the price.",1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0
313.0,Electronics_5,These are cute and my kids were excited about the color choices but we purchased two pairs and both hurt the kids' ears. They refuse to wear them anymore and we had to replace them with a different brand.,2.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0
314.0,Electronics_5,"Bought this six months ago hoping to extend WiFi to the garage. At first it worked okay, but around month four the plastic housing started feeling sticky and warped near the vents. Then it began dropping connections randomly, like every couple of hours, and I'd have to unplug it to reset. Last week it just stopped powering on entirely, no lights, nothing. I tried different outlets and cables, but it's dead. The prongs also got wobbly over time, so it barely stayed in the socket. For something that sits indoors with no abuse, it shouldn't degrade this fast. Disappointed, because setup was simple enough. Now I'm shopping for a more durable replacement.",1.0,6.0,5.0,0.0,1.0,0.0,5.0,-1.0
